Customer,Date,Product,Speed,Traffic,Service,Province,City,Duration_month
خالی,1401/05/22,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/22,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/05/22,ترنج,16384,322560,ADSL,اصفهان,مجلسی,1
خالی,1401/05/23,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/05/24,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/24,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/05/24,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/05/25,ترنج,16384,322560,ADSL,اصفهان,بهارستان,1
خالی,1401/05/26,ترنج,16384,322560,ADSL,اصفهان,فولاد شهر,1
خالی,1401/05/26,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/27,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/27,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/05/27,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/05/27,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/05/27,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/05/29,ترنج,16384,322560,ADSL,اصفهان,فولاد شهر,1
خالی,1401/05/29,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/05/30,ترنج,16384,322560,ADSL,البرز,شهرک ابریشم,1
خالی,1401/05/31,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/05/31,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/01,ترنج,16384,322560,ADSL,گیلان,رشت,1
خالی,1401/06/02,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/02,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/05,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/06,ترنج,16384,322560,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/07,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/07,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/07,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/07,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/07,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/08,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/06/08,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/08,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/10,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/12,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/06/12,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/12,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/13,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/13,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/13,ترنج,16384,322560,ADSL,البرز,شهرک ابریشم,1
خالی,1401/06/15,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/06/15,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/15,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/15,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/15,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/16,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/16,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/16,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/19,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/19,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/19,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/19,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/20,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/06/20,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/20,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/22,ترنج,16384,322560,ADSL,تهران,پردیس,1
خالی,1401/06/23,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/06/31,ترنج,16384,322560,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/04/06,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/06,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/07,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/09,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,3
خالی,1401/04/09,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/11,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/13,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,3
خالی,1401/04/13,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/13,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/13,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/13,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/16,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/21,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/22,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/22,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/23,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/23,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/26,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/04/30,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/05/01,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/05/01,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/05/02,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,3
خالی,1401/05/05,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/05/06,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/05/08,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,3
خالی,1401/05/19,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,3
خالی,1401/05/19,ترنج,16384,322560,ADSL,تهران,تهران,3
خالی,1401/05/22,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,3
خالی,1401/05/22,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/05/24,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/05/29,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/05/31,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/02,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/06,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/07,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/08,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/09,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/09,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/13,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/14,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/14,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/14,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/16,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/16,ترنج,16384,322560,ADSL,تهران,پردیس,3
خالی,1401/06/21,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,3
خالی,1401/04/02,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/04/11,ترنج,16384,322560,ADSL,البرز,شهرک ابریشم,6
خالی,1401/04/18,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/04/18,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/05/02,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/05/05,ترنج,16384,322560,ADSL,فارس,شیراز,6
خالی,1401/05/08,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/05/10,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/05/18,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/05/18,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/06/08,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/06/13,ترنج,16384,322560,ADSL,آذربایجان شرقی,سهند,6
خالی,1401/06/13,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/06/20,ترنج,16384,322560,ADSL,تهران,پردیس,6
خالی,1401/06/27,ترنج,16384,322560,ADSL,فارس,شهرجدیدصدرا,6
خالی,1401/04/05,ترنج,16384,322560,ADSL,تهران,پردیس,12
خالی,1401/04/20,ترنج,16384,322560,ADSL,تهران,پردیس,12
خالی,1401/04/22,ترنج,16384,322560,ADSL,تهران,پردیس,12
خالی,1401/04/25,ترنج,16384,322560,ADSL,گیلان,رشت,12
خالی,1401/04/28,ترنج,16384,322560,ADSL,اصفهان,بهارستان,12
خالی,1401/05/02,ترنج,16384,322560,ADSL,تهران,پردیس,12
خالی,1401/05/05,ترنج,16384,322560,ADSL,تهران,پردیس,12
خالی,1401/05/22,ترنج,16384,322560,ADSL,البرز,شهر جدید هشتگرد,12
خالی,1401/05/26,ترنج,16384,322560,ADSL,هرمزگان,بندرعباس,12
خالی,1401/06/19,ترنج,16384,322560,ADSL,تهران,پردیس,12
خالی,1401/04/07,نارنج,512,1076,ADSL,تهران,تهران,3
خالی,1401/04/07,نارنج,512,1076,ADSL,تهران,تهران,3
خالی,1401/05/01,نارنج,1024,2151,ADSL,آذربایجان غربی,ارومیه,1
خالی,1401/05/12,نارنج,2048,4300,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/04/02,زیتون,4096,16128,ADSL,فارس,شهرجدیدصدرا,1
خالی,1401/04/05,زیتون,4096,16128,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/04/05,زیتون,4096,16128,ADSL,البرز,شهرک ابریشم,1
خالی,1401/04/09,زیتون,4096,16128,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/18,زیتون,4096,16128,ADSL,خوزستان,قلعه سحر,1
خالی,1401/05/30,زیتون,4096,16128,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/06/17,زیتون,4096,16128,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/04/01,زیتون,16384,64512,ADSL,تهران,پردیس,6
خالی,1401/04/01,زیتون,16384,64512,ADSL,تهران,پردیس,6
خالی,1401/04/04,زیتون,16384,64512,ADSL,هرمزگان,بندرعباس,6
خالی,1401/04/05,زیتون,16384,64512,ADSL,البرز,شهر جدید هشتگرد,6
خالی,1401/04/05,زیتون,16384,64512,ADSL,آذربایجان شرقی,سهند,6
خالی,1401/04/08,زیتون,16384,64512,ADSL,البرز,شهر جدید هشتگرد,6
خالی,1401/04/14,زیتون,16384,64512,ADSL,تهران,پردیس,6
خالی,1401/04/16,زیتون,16384,64512,ADSL,تهران,پردیس,6
خالی,1401/04/20,زیتون,16384,64512,ADSL,البرز,شهر جدید هشتگرد,6
خالی,1401/04/21,زیتون,16384,64512,ADSL,البرز,شهر جدید هشتگرد,6
خالی,1401/04/29,زیتون,16384,64512,ADSL,گیلان,رشت,6
خالی,1401/04/30,زیتون,16384,64512,ADSL,آذربایجان شرقی,تبریز,6
خالی,1401/04/30,زیتون,16384,64512,ADSL,البرز,شهر جدید هشتگرد,6
خالی,1401/04/30,زیتون,16384,64512,ADSL,اصفهان,مجلسی,6
خالی,1401/05/01,زیتون,16384,64512,ADSL,البرز,شهر جدید هشتگرد,6
خالی,1401/05/05,زیتون,16384,64512,ADSL,البرز,شهر جدید هشتگرد,6
خالی,1401/05/05,زیتون,16384,64512,ADSL,تهران,پردیس,6
خالی,1401/05/08,زیتون,16384,64512,ADSL,یزد,یزد,6
خالی,1401/05/26,زیتون,16384,64512,ADSL,اصفهان,فولاد شهر,6
خالی,1401/05/30,زیتون,16384,64512,ADSL,تهران,پردیس,6
خالی,1401/06/07,زیتون,16384,64512,ADSL,اصفهان,فولاد شهر,6
خالی,1401/06/07,زیتون,16384,64512,ADSL,البرز,شهرک ابریشم,6
خالی,1401/06/12,زیتون,16384,64512,ADSL,البرز,شهر جدید هشتگرد,6
خالی,1401/06/12,زیتون,16384,64512,ADSL,البرز,شهرک ابریشم,6
خالی,1401/06/22,زیتون,16384,64512,ADSL,یزد,یزد,6
خالی,1401/06/27,زیتون,16384,64512,ADSL,فارس,شیراز,6
خالی,1401/06/30,زیتون,16384,64512,ADSL,یزد,یزد,6
خالی,1401/04/01,زیتون,16384,64512,ADSL,هرمزگان,بندرعباس,12
خالی,1401/04/24,زیتون,16384,64512,ADSL,البرز,شهر جدید هشتگرد,12
خالی,1401/05/05,زیتون,16384,64512,ADSL,خوزستان,دزفول,12
خالی,1401/05/05,زیتون,16384,64512,ADSL,البرز,شهرک ابریشم,12
خالی,1401/05/18,زیتون,16384,64512,ADSL,البرز,شهرک ابریشم,12
خالی,1401/05/19,زیتون,16384,64512,ADSL,تهران,پردیس,12
خالی,1401/05/22,زیتون,16384,64512,ADSL,تهران,پردیس,12
خالی,1401/05/26,زیتون,16384,64512,ADSL,اصفهان,فولاد شهر,12
خالی,1401/06/08,زیتون,16384,64512,ADSL,البرز,شهر جدید هشتگرد,12
خالی,1401/04/17,سیمرغ PTMP,4096,20480,PTMP,فارس,جهرم,1
خالی,1401/06/10,سیمرغ PTMP,8192,30720,PTMP,کرمان,کرمان,1
خالی,1401/05/08,سیمرغ PTMP,16384,40960,PTMP,قزوین,محمدیه,1
خالی,1401/06/13,سیمرغ PTMP,16384,40960,PTMP,کرمان,کرمان,1
خالی,1401/05/23,سیمرغ PTMP,16384,163840,PTMP,قزوین,البرز,6
خالی,1401/05/20,سیمرغ PTMP,20480,122880,PTMP,کرمان,رفسنجان,1
خالی,1401/06/22,سیمرغ PTMP,30720,30720,PTMP,فارس,جهرم,1
خالی,1401/06/23,سیمرغ PTMP,30720,30720,PTMP,کرمان,کرمان,1
خالی,1401/06/27,سیمرغ PTMP,30720,30720,PTMP,کرمان,کرمان,1
خالی,1401/06/09,سیمرغ PTMP,30720,30720,PTMP,فارس,جهرم,3
خالی,1401/06/21,سیمرغ PTMP,30720,30720,PTMP,کرمان,کرمان,12
خالی,1401/05/10,سیمرغ PTMP,30720,102400,PTMP,کرمان,کرمان,1
خالی,1401/06/07,سیمرغ PTMP,30720,204800,PTMP,کرمان,کرمان,1
خالی,1401/06/28,سیمرغ PTMP,30720,204800,PTMP,کرمان,کرمان,1
خالی,1401/05/26,سیمرغ PTMP,40960,40960,PTMP,خوزستان,اهواز,1
خالی,1401/04/04,سیمرغ PTMP,40960,40960,PTMP,فارس,جهرم,3
خالی,1401/05/31,سیمرغ PTMP,40960,122880,PTMP,کرمان,کرمان,1
خالی,1401/05/09,سیمرغ PTMP,51200,51200,PTMP,تهران,تهران,12
خالی,1401/06/09,سیمرغ PTMP,51200,51200,PTMP,یزد,یزد,12
خالی,1401/04/12,سیمرغ PTMP,51200,153600,PTMP,فارس,جهرم,1
خالی,1401/04/13,سیمرغ PTMP,51200,153600,PTMP,فارس,جهرم,1
خالی,1401/04/25,سیمرغ PTMP,51200,153600,PTMP,خوزستان,اهواز,1
خالی,1401/06/09,سیمرغ PTMP,51200,153600,PTMP,یزد,یزد,1
خالی,1401/06/13,سیمرغ PTMP,51200,153600,PTMP,تهران,پردیس,3
خالی,1401/05/22,سیمرغ PTMP,51200,153600,PTMP,کرمان,کرمان,12
خالی,1401/06/06,سیمرغ PTMP,51200,153600,PTMP,یزد,یزد,12
خالی,1401/05/23,سیمرغ PTMP,51200,307200,PTMP,قزوین,البرز,1
خالی,1401/06/16,سیمرغ کابلی,20480,122880,کابلی,تهران,تهران,1
خالی,1401/06/20,سیمرغ کابلی,30720,30720,کابلی,کرمان,کرمان,12
خالی,1401/06/20,سیمرغ کابلی,30720,30720,کابلی,کرمان,کرمان,12
خالی,1401/04/06,سیمرغ کابلی,51200,51200,کابلی,تهران,تهران,3
خالی,1401/04/15,TDLTE,40960,20480,TDLTE,فارس,جهرم,1
خالی,1401/04/22,TDLTE,40960,20480,TDLTE,خراسان رضوی,مشهد,1
خالی,1401/05/02,TDLTE,40960,20480,TDLTE,خراسان رضوی,مشهد,1
خالی,1401/04/07,TDLTE,40960,46080,TDLTE,البرز,کرج,1
خالی,1401/04/01,TDLTE,40960,102400,TDLTE,خوزستان,بندر ماهشهر,1
خالی,1401/04/11,TDLTE,40960,102400,TDLTE,ایلام,ایلام,1
خالی,1401/05/02,TDLTE,40960,102400,TDLTE,قزوین,قزوین,1
خالی,1401/04/30,TDLTE,40960,51200,TDLTE,اصفهان,اصفهان,3
خالی,1401/04/13,TDLTE,40960,39254,TDLTE,البرز,کرج,6
خالی,1401/05/06,TDLTE,40960,39254,TDLTE,البرز,کرج,6
خالی,1401/06/09,TDLTE,40960,39254,TDLTE,آذربایجان شرقی,تبریز,6
خالی,1401/04/07,TDLTE,40960,42667,TDLTE,البرز,کرج,12
خالی,1401/04/29,TDLTE,40960,42667,TDLTE,اصفهان,اصفهان,12
خالی,1401/05/20,TDLTE,40960,42667,TDLTE,البرز,کرج,12
خالی,1401/05/31,شاهین,20480,215040,VDSL,تهران,تهران,12
خالی,1401/05/31,شاهین,20480,215040,VDSL,تهران,تهران,12
خالی,1401/05/31,شاهین,20480,215040,VDSL,تهران,تهران,12
خالی,1401/06/09,شاهین,30720,322560,VDSL,گیلان,رشت,3
خالی,1401/06/09,شاهین,51200,483840,VDSL,تهران,پردیس,1
خالی,1401/06/09,شاهین,51200,483840,VDSL,تهران,پردیس,3
خالی,1401/05/22,چیتا,20480,268800,FTTH,هرمزگان,کیش,3
خالی,1401/05/02,ترنج,4096,80640,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/06,ترنج,4096,80640,ADSL,تهران,پردیس,1
خالی,1401/05/06,ترنج,4096,80640,ADSL,تهران,پردیس,1
خالی,1401/05/22,ترنج,4096,80640,ADSL,تهران,پردیس,1
خالی,1401/06/10,ترنج,4096,80640,ADSL,تهران,پردیس,1
خالی,1401/06/12,ترنج,4096,80640,ADSL,تهران,پردیس,1
خالی,1401/05/27,ترنج,4096,80640,ADSL,تهران,پردیس,12
خالی,1401/04/01,ترنج,8192,161280,ADSL,البرز,شهرک ابریشم,1
خالی,1401/04/02,ترنج,8192,161280,ADSL,البرز,شهرک ابریشم,1
خالی,1401/04/04,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/05,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/04/06,ترنج,8192,161280,ADSL,اصفهان,فولاد شهر,1
خالی,1401/04/07,ترنج,8192,161280,ADSL,البرز,شهرک ابریشم,1
خالی,1401/04/08,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/04/08,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/09,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/11,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/13,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/04/15,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/15,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/16,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/16,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/16,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/20,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/20,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/20,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/21,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/04/21,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/04/23,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/04/23,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/24,ترنج,8192,161280,ADSL,البرز,شهرک ابریشم,1
خالی,1401/04/25,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/28,ترنج,8192,161280,ADSL,آذربایجان شرقی,تبریز,1
خالی,1401/04/29,ترنج,8192,161280,ADSL,گیلان,رشت,1
خالی,1401/04/29,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/04/30,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/01,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/02,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/05/02,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/05/04,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/05/08,ترنج,8192,161280,ADSL,آذربایجان غربی,ارومیه,1
خالی,1401/05/08,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/05/09,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/12,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/12,ترنج,8192,161280,ADSL,البرز,ماهدشت,1
خالی,1401/05/13,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/13,ترنج,8192,161280,ADSL,البرز,نظر آباد,1
خالی,1401/05/18,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/05/19,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/05/19,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/05/29,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/05/29,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/05/30,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/05/30,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/05/31,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/05/31,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/01,ترنج,8192,161280,ADSL,آذربایجان شرقی,تبریز,1
خالی,1401/06/01,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/01,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/01,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/01,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/01,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/02,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/02,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/02,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/02,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/02,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/03,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/05,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/05,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/05,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/06,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/06/06,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/06,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/06,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/06,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/07,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/06/08,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/08,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/08,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/08,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/08,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/09,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/12,ترنج,8192,161280,ADSL,البرز,شهر جدید هشتگرد,1
خالی,1401/06/12,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/12,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/13,ترنج,8192,161280,ADSL,گیلان,رشت,1
خالی,1401/06/14,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/14,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/14,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/14,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/15,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/15,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/16,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/16,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/16,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/19,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/19,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/19,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/19,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/20,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/20,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/21,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/22,ترنج,8192,161280,ADSL,آذربایجان شرقی,سهند,1
خالی,1401/06/22,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/22,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/22,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/23,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/23,ترنج,8192,161280,ADSL,تهران,پردیس,1
خالی,1401/06/27,ترنج,8192,161280,ADSL,آذربایجان شرقی,تبریز,1
خالی,1401/06/28,ترنج,8192,161280,ADSL,آذربایجان شرقی,تبریز,1
خالی,1401/04/01,زیتون,8192,32256,ADSL,آذربایجان غربی,ارومیه,3
خالی,1401/04/01,زیتون,8192,32256,ADSL,تهران,پردیس,3
خالی,1401/04/04,زیتون,8192,32256,ADSL,تهران,پردیس,3
خالی,1401/04/05,زیتون,8192,32256,ADSL,آذربایجان شرقی,سهند,3
خالی,1401/04/05,زیتون,8192,32256,ADSL,البرز,شهرک ابریشم,3
